"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: types"
"com.ionutbalosin.jvm.performance.benchmarks.compiler.TypeCheckBenchmark.instanceof_type_check","avgt",1,25,8.529682,0.050665,"ns/op",1
"com.ionutbalosin.jvm.performance.benchmarks.compiler.TypeCheckBenchmark.instanceof_type_check","avgt",1,25,20.409265,0.351941,"ns/op",2
"com.ionutbalosin.jvm.performance.benchmarks.compiler.TypeCheckBenchmark.instanceof_type_check","avgt",1,25,20.042075,0.183848,"ns/op",3
"com.ionutbalosin.jvm.performance.benchmarks.compiler.TypeCheckBenchmark.instanceof_type_check","avgt",1,25,20.170854,0.104387,"ns/op",4
