"Benchmark","Mode","Threads","Samples","Score","Score.Error..99.9..","Unit","Param..backoffType","Param..cpuLoadFactor","Param..lockType","Param..threadType"
"com.ionutbalosin.jvm.performance.benchmarks.api.thread.VPThreadSynchronizationBenchmark.synchronized_calls","avgt",1,25,34.873596,0.474488,"us/op","PARK",2,"OBJECT_LOCK","VIRTUAL"
"com.ionutbalosin.jvm.performance.benchmarks.api.thread.VPThreadSynchronizationBenchmark.synchronized_calls","avgt",1,25,840.085037,1.141648,"us/op","PARK",2,"OBJECT_LOCK","PLATFORM"
"com.ionutbalosin.jvm.performance.benchmarks.api.thread.VPThreadSynchronizationBenchmark.synchronized_calls","avgt",1,25,154.841968,2.220578,"us/op","PARK",2,"REENTRANT_LOCK","VIRTUAL"
"com.ionutbalosin.jvm.performance.benchmarks.api.thread.VPThreadSynchronizationBenchmark.synchronized_calls","avgt",1,25,900.279464,1.461105,"us/op","PARK",2,"REENTRANT_LOCK","PLATFORM"
"com.ionutbalosin.jvm.performance.benchmarks.api.thread.VPThreadSynchronizationBenchmark.synchronized_calls","avgt",1,25,42.207248,0.488853,"us/op","PARK",2,"NO_LOCK","VIRTUAL"
"com.ionutbalosin.jvm.performance.benchmarks.api.thread.VPThreadSynchronizationBenchmark.synchronized_calls","avgt",1,25,461.057195,1.085755,"us/op","PARK",2,"NO_LOCK","PLATFORM"
