"Benchmark","Mode","Threads","Samples","Score","Score.Error..99.9..","Unit","Param..n"
"com.ionutbalosin.jvm.performance.benchmarks.macro.factorial.FactorialBenchmark.array_multiply","avgt",1,25,3950.818839,0.456163,"us/op",1000
"com.ionutbalosin.jvm.performance.benchmarks.macro.factorial.FactorialBenchmark.big_integer_multiply","avgt",1,25,176.054876,0.309476,"us/op",1000
"com.ionutbalosin.jvm.performance.benchmarks.macro.factorial.FactorialBenchmark.fork_join","avgt",1,25,176.013438,0.255244,"us/op",1000
