"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: formatterType"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse","avgt",1,25,404.572827,4.126728,"ns/op",BASIC_ISO_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse","avgt",1,25,262.233856,4.056448,"ns/op",ISO_OFFSET_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse","avgt",1,25,522.453982,4.138336,"ns/op",ISO_OFFSET_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse","avgt",1,25,847.314849,12.889600,"ns/op",ISO_OFFSET_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse","avgt",1,25,985.490601,9.959984,"ns/op",ISO_ZONED_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse","avgt",1,25,308.677129,2.500315,"ns/op",ISO_ORDINAL_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse","avgt",1,25,517.583152,6.871590,"ns/op",ISO_WEEK_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse","avgt",1,25,654.534413,8.148966,"ns/op",ISO_INSTANT
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse","avgt",1,25,972.209231,14.850317,"ns/op",RFC_1123_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_chronology_query","avgt",1,25,406.848009,5.455382,"ns/op",BASIC_ISO_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_chronology_query","avgt",1,25,261.157205,3.897711,"ns/op",ISO_OFFSET_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_chronology_query","avgt",1,25,528.773249,7.885982,"ns/op",ISO_OFFSET_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_chronology_query","avgt",1,25,844.700679,7.172553,"ns/op",ISO_OFFSET_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_chronology_query","avgt",1,25,995.706041,11.264266,"ns/op",ISO_ZONED_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_chronology_query","avgt",1,25,310.264922,2.322125,"ns/op",ISO_ORDINAL_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_chronology_query","avgt",1,25,524.672973,5.087714,"ns/op",ISO_WEEK_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_chronology_query","avgt",1,25,660.617437,7.246192,"ns/op",ISO_INSTANT
