"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.compare_to","avgt",1,25,15.465140,0.023179,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.get_nano_of_day","avgt",1,25,1.829106,0.000080,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.is_after","avgt",1,25,15.345015,0.032987,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.is_before","avgt",1,25,15.383858,0.118097,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.is_equal","avgt",1,25,15.297183,0.043613,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.minus_nanos","avgt",1,25,16.962702,0.139399,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.now","avgt",1,25,79.639945,0.746796,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.now_clock","avgt",1,25,51.293754,0.365643,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.now_zone_id","avgt",1,25,55.073511,0.503001,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.now_zone_offset","avgt",1,25,51.367559,0.424588,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.of","avgt",1,25,14.790614,0.142997,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.of_instant","avgt",1,25,28.363629,2.022487,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.of_instant_local_datetime","avgt",1,25,16.183159,0.148983,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.of_local","avgt",1,25,16.412878,0.113878,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.of_local_date_time","avgt",1,25,15.019807,0.224984,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.of_local_datetime","avgt",1,25,14.786230,0.097689,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.of_strict","avgt",1,25,16.342088,0.122759,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.parse","avgt",1,25,1045.386494,9.912092,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.plus_nanos","avgt",1,25,17.425592,0.117925,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.to_epoch_second","avgt",1,25,7.298110,0.000727,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.to_instant","avgt",1,25,10.776490,0.247204,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.to_local_date","avgt",1,25,0.911711,0.000035,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.to_local_datetime","avgt",1,25,0.759784,0.000038,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.to_local_time","avgt",1,25,0.911716,0.000045,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.to_offset_datetime","avgt",1,25,3.238586,0.025691,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.to_string","avgt",1,25,45.845659,0.302057,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.truncated_to_nanos","avgt",1,25,3.305667,0.032672,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.with","avgt",1,25,12.436175,0.068832,"ns/op"
