"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: chunkSize","Param: fileSize"
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.RandomAccessFileBenchmark.read","avgt",1,25,0.790367,0.007190,"us/op",_1_KB,_64_MB
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.RandomAccessFileBenchmark.write","avgt",1,25,0.817835,0.005109,"us/op",_1_KB,_64_MB
