"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: chunkSize","Param: fileSize"
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.MemoryMappedWriteBenchmark.write","avgt",1,25,69.965959,1.782166,"ns/op",_1_KB,_64_MB
