"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit"
"com.ionutbalosin.jvm.performance.benchmarks.compiler.CanonicalizeInductionVariableBenchmark.baseline","avgt",1,25,"0,567592","0,018503","ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.compiler.CanonicalizeInductionVariableBenchmark.canonicalize","avgt",1,25,"1911087,834979","19786,109591","ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.compiler.CanonicalizeInductionVariableBenchmark.manual_canonicalize","avgt",1,25,"0,563337","0,000844","ns/op"
