"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VarArgsBenchmark.explicit_10_params","avgt",1,25,2.481938,0.005525,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VarArgsBenchmark.explicit_2_params","avgt",1,25,2.059846,0.000054,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VarArgsBenchmark.explicit_6_params","avgt",1,25,2.059954,0.000262,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VarArgsBenchmark.no_inline_explicit_10_params","avgt",1,25,4.423921,0.007105,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VarArgsBenchmark.no_inline_explicit_2_params","avgt",1,25,3.237301,0.000564,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VarArgsBenchmark.no_inline_explicit_6_params","avgt",1,25,3.237523,0.000522,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VarArgsBenchmark.no_inline_var_args_10_params","avgt",1,25,8.199515,0.051078,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VarArgsBenchmark.no_inline_var_args_2_params","avgt",1,25,5.153533,0.008701,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VarArgsBenchmark.no_inline_var_args_6_params","avgt",1,25,7.002715,0.015341,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VarArgsBenchmark.var_args_10_params","avgt",1,25,2.484357,0.004923,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VarArgsBenchmark.var_args_2_params","avgt",1,25,2.060260,0.000497,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VarArgsBenchmark.var_args_6_params","avgt",1,25,2.060459,0.001075,"ns/op"
