"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: supertypes"
"com.ionutbalosin.jvm.performance.benchmarks.compiler.TypeCheckSlowPathBenchmark.instanceof_type_check","avgt",1,25,"9,129047","0,007391","ns/op",16
"com.ionutbalosin.jvm.performance.benchmarks.compiler.TypeCheckSlowPathBenchmark.instanceof_type_check","avgt",1,25,"18,840815","1,986981","ns/op",32
"com.ionutbalosin.jvm.performance.benchmarks.compiler.TypeCheckSlowPathBenchmark.instanceof_type_check","avgt",1,25,"37,570687","0,070293","ns/op",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.TypeCheckSlowPathBenchmark.instanceof_type_check","avgt",1,25,"84,432113","1,925725","ns/op",128
"com.ionutbalosin.jvm.performance.benchmarks.compiler.TypeCheckSlowPathBenchmark.instanceof_type_check","avgt",1,25,"177,643971","0,242661","ns/op",256
