"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VarArgsBenchmark.explicit_10_params","avgt",1,25,3.809047,0.008653,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VarArgsBenchmark.explicit_2_params","avgt",1,25,2.945498,0.001916,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VarArgsBenchmark.explicit_6_params","avgt",1,25,3.169037,0.005223,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VarArgsBenchmark.no_inline_explicit_10_params","avgt",1,25,5.642927,0.004475,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VarArgsBenchmark.no_inline_explicit_2_params","avgt",1,25,4.130926,0.015505,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VarArgsBenchmark.no_inline_explicit_6_params","avgt",1,25,4.405487,0.024756,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VarArgsBenchmark.no_inline_var_args_10_params","avgt",1,25,9.163416,0.015720,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VarArgsBenchmark.no_inline_var_args_2_params","avgt",1,25,6.018263,0.002182,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VarArgsBenchmark.no_inline_var_args_6_params","avgt",1,25,7.709442,0.003057,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VarArgsBenchmark.var_args_10_params","avgt",1,25,6.440406,0.009664,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VarArgsBenchmark.var_args_2_params","avgt",1,25,4.037740,0.003492,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VarArgsBenchmark.var_args_6_params","avgt",1,25,5.076337,0.003532,"ns/op"
