"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: chunkSize","Param: fileSize"
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.ByteArrayOutputStreamBenchmark.write","avgt",1,15,"28,061212","0,594562","ns/op",_1_KB,_64_MB
