"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.author_with_the_most_publications","avgt",1,25,15.985608,0.042266,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.authors_with_no_duplicate_collaborations","avgt",1,25,21.425819,0.600665,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.first_publication_year","avgt",1,25,3.251483,0.026010,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.last_publication_year","avgt",1,25,3.240971,0.003505,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.most_prolific_pair_of_authors","avgt",1,25,3292.559318,74.256674,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.most_prolific_pair_of_authors_per_year","avgt",1,25,541.068334,3.035343,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.number_of_publications_per_author","avgt",1,25,16.088971,0.091435,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.number_of_publications_per_year","avgt",1,25,4.765488,0.010721,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.publication_with_the_most_authors","avgt",1,25,11.671686,0.160776,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.publications_per_author","avgt",1,25,41.215954,0.196115,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.publications_with_the_most_authors_per_year","avgt",1,25,7.648153,0.027527,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.publications_years_statistics","avgt",1,25,4.548816,0.021233,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.year_with_the_most_publications","avgt",1,25,4.811938,0.038817,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.years_with_the_most_publications","avgt",1,25,4.520002,0.035125,"ms/op"
