"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: chunkSize","Param: fileSize"
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.FileChannelReadBenchmark.read","avgt",1,15,"0,438389","0,003874","us/op",_1_KB,_64_MB
