"Benchmark","Mode","Threads","Samples","Score","Score.Error..99.9..","Unit","Param..bytesSize","Param..generatorName"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.doubles","avgt",1,25,11.39918,0.238914,"ns/op",1024,"Xoroshiro128PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.ints","avgt",1,25,11.469212,0.235065,"ns/op",1024,"Xoroshiro128PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.longs","avgt",1,25,11.45003,0.231115,"ns/op",1024,"Xoroshiro128PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_boolean","avgt",1,25,3.382047,0.005634,"ns/op",1024,"Xoroshiro128PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_bytes","avgt",1,25,252.28786,0.288548,"ns/op",1024,"Xoroshiro128PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_double","avgt",1,25,3.350965,0.005678,"ns/op",1024,"Xoroshiro128PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_exponential","avgt",1,25,4.583397,0.220498,"ns/op",1024,"Xoroshiro128PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_float","avgt",1,25,3.46116,0.001163,"ns/op",1024,"Xoroshiro128PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_gaussian","avgt",1,25,4.811418,0.002553,"ns/op",1024,"Xoroshiro128PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_int","avgt",1,25,4.253853,0.001479,"ns/op",1024,"Xoroshiro128PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_long","avgt",1,25,3.322455,0.001763,"ns/op",1024,"Xoroshiro128PlusPlus"
