"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: algorithm","Param: messageLength"
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,942.922299,2.423575,"us/op",SHA256withRSA,64
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,941.772677,2.214597,"us/op",SHA256withRSA,512
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,943.543719,1.453261,"us/op",SHA256withRSA,2048
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,950.044468,2.033852,"us/op",SHA256withRSA,16384
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,2733.783525,5.021945,"us/op",SHA384withRSA,64
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,2729.839173,2.868777,"us/op",SHA384withRSA,512
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,2731.520310,2.724016,"us/op",SHA384withRSA,2048
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,2741.675354,3.897274,"us/op",SHA384withRSA,16384
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,6066.845978,7.408336,"us/op",SHA512withRSA,64
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,6079.645997,5.896076,"us/op",SHA512withRSA,512
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,6075.373223,8.476376,"us/op",SHA512withRSA,2048
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,6081.153761,9.367835,"us/op",SHA512withRSA,16384
