"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.array_baseline","avgt",1,25,3.115862,0.088483,"ns/op",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.array_baseline:gc.alloc.rate","avgt",1,25,24517.418789,660.436648,"MB/sec",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.array_baseline:gc.alloc.rate.norm","avgt",1,25,80.000002,0.000000,"B/op",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.array_baseline:gc.count","avgt",1,25,2504.000000,NaN,"counts",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.array_baseline:gc.time","avgt",1,25,2730.000000,NaN,"ms",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.array_dse","avgt",1,25,3.059115,0.013721,"ns/op",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.array_dse:gc.alloc.rate","avgt",1,25,24940.405772,110.976196,"MB/sec",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.array_dse:gc.alloc.rate.norm","avgt",1,25,80.000002,0.000000,"B/op",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.array_dse:gc.count","avgt",1,25,2545.000000,NaN,"counts",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.array_dse:gc.time","avgt",1,25,2769.000000,NaN,"ms",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.array_dse_inter_procedural","avgt",1,25,5.930539,0.006627,"ns/op",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.array_dse_inter_procedural:gc.alloc.rate","avgt",1,25,12864.441071,14.355615,"MB/sec",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.array_dse_inter_procedural:gc.alloc.rate.norm","avgt",1,25,80.000004,0.000000,"B/op",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.array_dse_inter_procedural:gc.count","avgt",1,25,1313.000000,NaN,"counts",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.array_dse_inter_procedural:gc.time","avgt",1,25,1946.000000,NaN,"ms",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.obj_alloc_baseline","avgt",1,25,12.638796,0.507383,"ns/op",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.obj_alloc_baseline:gc.alloc.rate","avgt",1,25,1210.663867,49.566141,"MB/sec",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.obj_alloc_baseline:gc.alloc.rate.norm","avgt",1,25,16.000009,0.000000,"B/op",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.obj_alloc_baseline:gc.count","avgt",1,25,124.000000,NaN,"counts",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.obj_alloc_baseline:gc.time","avgt",1,25,217.000000,NaN,"ms",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.obj_dse","avgt",1,25,12.648401,0.433535,"ns/op",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.obj_dse:gc.alloc.rate","avgt",1,25,1208.770943,41.337922,"MB/sec",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.obj_dse:gc.alloc.rate.norm","avgt",1,25,16.000009,0.000000,"B/op",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.obj_dse:gc.count","avgt",1,25,124.000000,NaN,"counts",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.obj_dse:gc.time","avgt",1,25,211.000000,NaN,"ms",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.obj_dse_inter_procedural","avgt",1,25,12.100237,0.007905,"ns/op",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.obj_dse_inter_procedural:gc.alloc.rate","avgt",1,25,1261.004206,0.822597,"MB/sec",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.obj_dse_inter_procedural:gc.alloc.rate.norm","avgt",1,25,16.000008,0.000000,"B/op",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.DeadLocalAllocationStoreBenchmark.obj_dse_inter_procedural:gc.count","avgt",1,25,130.000000,NaN,"counts",64
