"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: dataSize","Param: keySize","Param: transformation"
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.DesEcbCryptoBenchmark.decrypt","avgt",1,1,"0,741006",NaN,"ms/op",16384,168,DESede/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.DesEcbCryptoBenchmark.decrypt","avgt",1,1,"0,743421",NaN,"ms/op",16384,168,DESede/ECB/PKCS5Padding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.DesEcbCryptoBenchmark.encrypt","avgt",1,1,"0,737408",NaN,"ms/op",16384,168,DESede/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.DesEcbCryptoBenchmark.encrypt","avgt",1,1,"0,740514",NaN,"ms/op",16384,168,DESede/ECB/PKCS5Padding
