"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: chunkSize"
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.PipedWriterBenchmark.write","avgt",1,25,7.192773,0.015083,"us/op",_1_KB
