"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: dataSize","Param: keySize","Param: transformation"
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.DesCbcCryptoBenchmark.decrypt","avgt",1,25,1.390180,0.005078,"ms/op",16384,168,DESede/CBC/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.DesCbcCryptoBenchmark.decrypt","avgt",1,25,1.399261,0.006156,"ms/op",16384,168,DESede/CBC/PKCS5Padding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.DesCbcCryptoBenchmark.encrypt","avgt",1,25,1.341988,0.004860,"ms/op",16384,168,DESede/CBC/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.DesCbcCryptoBenchmark.encrypt","avgt",1,25,1.345299,0.003146,"ms/op",16384,168,DESede/CBC/PKCS5Padding
