"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.author_with_the_most_publications","avgt",1,25,56.359206,0.587003,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.authors_with_no_duplicate_collaborations","avgt",1,25,78.901958,3.816277,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.first_publication_year","avgt",1,25,5.825298,0.035253,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.last_publication_year","avgt",1,25,5.850477,0.051415,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.most_prolific_pair_of_authors","avgt",1,25,5859.736813,171.035974,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.most_prolific_pair_of_authors_per_year","avgt",1,25,966.264293,7.369218,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.number_of_publications_per_author","avgt",1,25,56.677526,0.553597,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.number_of_publications_per_year","avgt",1,25,8.028322,0.058764,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.publication_with_the_most_authors","avgt",1,25,11.322992,0.197503,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.publications_per_author","avgt",1,25,118.216250,1.421424,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.publications_with_the_most_authors_per_year","avgt",1,25,10.463229,0.080673,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.publications_years_statistics","avgt",1,25,9.400603,0.148117,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.year_with_the_most_publications","avgt",1,25,8.138538,0.106638,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.years_with_the_most_publications","avgt",1,25,10.256003,0.111444,"ms/op"
