"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.InstantBenchmark.at_offset","avgt",1,25,32.084579,1.895598,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.InstantBenchmark.at_zone","avgt",1,25,34.903188,1.848212,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.InstantBenchmark.compare_to","avgt",1,25,1.543210,0.000018,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.InstantBenchmark.get_epoch_second","avgt",1,25,0.964537,0.000081,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.InstantBenchmark.get_nano_of_day","avgt",1,25,0.964511,0.000010,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.InstantBenchmark.is_after","avgt",1,25,1.543217,0.000016,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.InstantBenchmark.is_before","avgt",1,25,1.543211,0.000013,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.InstantBenchmark.minus_nanos","avgt",1,25,6.291760,0.001289,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.InstantBenchmark.now","avgt",1,25,76.709580,0.182884,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.InstantBenchmark.now_clock","avgt",1,25,76.519846,0.195918,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.InstantBenchmark.of_epoch_milli","avgt",1,25,3.541793,0.003161,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.InstantBenchmark.of_epoch_second","avgt",1,25,3.305023,0.006093,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.InstantBenchmark.of_epoch_second_nano","avgt",1,25,4.495766,0.001482,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.InstantBenchmark.parse","avgt",1,25,1860.429542,75.146076,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.InstantBenchmark.plus_nanos","avgt",1,25,6.286258,0.000861,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.InstantBenchmark.to_epoch_milli","avgt",1,25,2.700626,0.000020,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.InstantBenchmark.to_string","avgt",1,25,425.803813,28.075767,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.InstantBenchmark.truncated_to_nanos","avgt",1,25,0.967695,0.002871,"ns/op"
