"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: chunkSize","Param: fileSize"
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.CharArrayWriterBenchmark.write","avgt",1,25,15.079309,0.050560,"ms/op",_1_KB,_64_MB
