"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.at_zone_same_instant","avgt",1,25,5.067912,0.001423,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.at_zone_similar_local","avgt",1,25,5.211500,0.362016,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.compare_to","avgt",1,25,2.855817,0.000030,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.get_minute_of_day","avgt",1,25,1.674649,0.003218,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.get_nano_of_day","avgt",1,25,2.381152,0.000432,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.is_after","avgt",1,25,18.514270,0.486702,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.is_before","avgt",1,25,18.751261,0.608190,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.is_equal","avgt",1,25,18.936873,0.771693,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.minus_nanos","avgt",1,25,19.830059,0.008164,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.now","avgt",1,25,142.695410,0.099353,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.now_clock","avgt",1,25,108.548004,0.089933,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.now_zone_id","avgt",1,25,110.856368,0.117171,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.now_zone_offset","avgt",1,25,108.311638,0.143061,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.of","avgt",1,25,21.574126,2.533264,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.of_instant","avgt",1,25,36.955024,2.060082,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.of_local_date_time","avgt",1,25,15.119423,0.029058,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.of_local_datetime","avgt",1,25,15.136920,0.031075,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.parse","avgt",1,25,2664.840260,12.831499,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.plus_nanos","avgt",1,25,19.602070,0.008527,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.to_epoch_second","avgt",1,25,8.961222,0.151163,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.to_instant","avgt",1,25,13.403993,0.062169,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.to_local_date","avgt",1,25,1.157444,0.000097,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.to_local_datetime","avgt",1,25,0.964512,0.000012,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.to_local_time","avgt",1,25,1.157418,0.000017,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.to_offset_time","avgt",1,25,3.503680,0.014611,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.to_string","avgt",1,25,364.552956,35.993665,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.to_zoned_datetime","avgt",1,25,3.696206,0.005105,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.truncated_to_nanos","avgt",1,25,1.601667,0.000020,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.with","avgt",1,25,18.843626,5.285281,"ns/op"
