"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.compare_to","avgt",1,25,18.090233,0.085253,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.get_nano_of_day","avgt",1,25,2.380790,0.000669,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.is_after","avgt",1,25,18.005157,0.071423,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.is_before","avgt",1,25,17.998998,0.159253,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.is_equal","avgt",1,25,17.922714,0.132681,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.minus_nanos","avgt",1,25,21.621406,0.034631,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.now","avgt",1,25,139.405735,1.662181,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.now_clock","avgt",1,25,106.139401,0.133327,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.now_zone_id","avgt",1,25,108.845286,0.063944,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.now_zone_offset","avgt",1,25,106.140474,0.130580,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.of","avgt",1,25,21.763585,2.451954,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.of_instant","avgt",1,25,37.636725,2.244496,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.of_instant_local_datetime","avgt",1,25,16.815694,0.013268,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.of_local","avgt",1,25,16.793637,0.010309,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.of_local_date_time","avgt",1,25,15.388214,0.018808,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.of_local_datetime","avgt",1,25,15.384362,0.013415,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.of_strict","avgt",1,25,16.805441,0.016649,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.parse","avgt",1,25,3555.829677,43.431666,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.plus_nanos","avgt",1,25,21.483018,0.010516,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.to_epoch_second","avgt",1,25,8.336582,0.008418,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.to_instant","avgt",1,25,13.310826,0.036660,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.to_local_date","avgt",1,25,1.157467,0.000133,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.to_local_datetime","avgt",1,25,0.964511,0.000007,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.to_local_time","avgt",1,25,1.157420,0.000011,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.to_offset_datetime","avgt",1,25,3.479950,0.003339,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.to_string","avgt",1,25,370.369702,36.470849,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.truncated_to_nanos","avgt",1,25,3.749131,0.002825,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.with","avgt",1,25,19.658285,5.633991,"ns/op"
