"Benchmark","Mode","Threads","Samples","Score","Score.Error..99.9..","Unit","Param..bytesSize","Param..generatorName"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.doubles","avgt",1,25,11.654271,0.01126,"ns/op",1024,"L64X128MixRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.ints","avgt",1,25,11.067912,0.013492,"ns/op",1024,"L64X128MixRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.longs","avgt",1,25,11.743359,0.073837,"ns/op",1024,"L64X128MixRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_boolean","avgt",1,25,4.561393,0.007693,"ns/op",1024,"L64X128MixRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_bytes","avgt",1,25,682.179655,0.06794,"ns/op",1024,"L64X128MixRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_double","avgt",1,25,4.390058,0.004752,"ns/op",1024,"L64X128MixRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_exponential","avgt",1,25,6.191386,0.001343,"ns/op",1024,"L64X128MixRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_float","avgt",1,25,4.592982,0.004682,"ns/op",1024,"L64X128MixRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_gaussian","avgt",1,25,13.011478,0.038006,"ns/op",1024,"L64X128MixRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_int","avgt",1,25,4.097852,0.002644,"ns/op",1024,"L64X128MixRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_long","avgt",1,25,4.038268,0.001797,"ns/op",1024,"L64X128MixRandom"
