"Benchmark","Mode","Threads","Samples","Score","Score.Error..99.9..","Unit","Param..bytesSize","Param..generatorName"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.doubles","avgt",1,25,11.659509,0.012605,"ns/op",1024,"SplittableRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.ints","avgt",1,25,11.076364,0.009718,"ns/op",1024,"SplittableRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.longs","avgt",1,25,11.662312,0.017591,"ns/op",1024,"SplittableRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_boolean","avgt",1,25,2.90148,0.000571,"ns/op",1024,"SplittableRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_bytes","avgt",1,25,494.245284,13.534825,"ns/op",1024,"SplittableRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_double","avgt",1,25,3.19357,0.00006,"ns/op",1024,"SplittableRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_exponential","avgt",1,25,4.086995,0.001964,"ns/op",1024,"SplittableRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_float","avgt",1,25,3.08851,0.000313,"ns/op",1024,"SplittableRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_gaussian","avgt",1,25,11.889373,0.127457,"ns/op",1024,"SplittableRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_int","avgt",1,25,2.497437,0.000126,"ns/op",1024,"SplittableRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_long","avgt",1,25,2.609025,0.000132,"ns/op",1024,"SplittableRandom"
