"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ClockBenchmark.fixed","avgt",1,25,3.441318,0.006252,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ClockBenchmark.instant","avgt",1,25,76.239752,0.156422,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ClockBenchmark.millis","avgt",1,25,50.575656,0.041311,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ClockBenchmark.offset","avgt",1,25,6.783131,0.015528,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ClockBenchmark.system","avgt",1,25,0.578723,0.000050,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ClockBenchmark.system_default_zone","avgt",1,25,3.039608,0.002141,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ClockBenchmark.system_utc","avgt",1,25,0.578707,0.000006,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ClockBenchmark.tick","avgt",1,25,3.452198,0.004981,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ClockBenchmark.tick_millis","avgt",1,25,6.097434,0.006174,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ClockBenchmark.tick_minutes","avgt",1,25,6.098290,0.006645,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ClockBenchmark.tick_seconds","avgt",1,25,6.097346,0.005513,"ns/op"
