"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: keySize","Param: transformation"
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.decrypt","avgt",1,25,280.438590,1.673979,"us/op",1024,RSA/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.decrypt","avgt",1,25,284.742450,1.076287,"us/op",1024,RSA/ECB/PKCS1Padding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.decrypt","avgt",1,25,1562.695934,2.129150,"us/op",2048,RSA/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.decrypt","avgt",1,25,1563.581958,1.697379,"us/op",2048,RSA/ECB/PKCS1Padding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.decrypt","avgt",1,25,4693.196423,10.280392,"us/op",3072,RSA/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.decrypt","avgt",1,25,4697.961732,9.865349,"us/op",3072,RSA/ECB/PKCS1Padding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.decrypt","avgt",1,25,10159.829635,7.185253,"us/op",4096,RSA/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.decrypt","avgt",1,25,10173.469794,4.788381,"us/op",4096,RSA/ECB/PKCS1Padding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.encrypt","avgt",1,25,16.615386,0.081937,"us/op",1024,RSA/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.encrypt","avgt",1,25,18.080530,0.063530,"us/op",1024,RSA/ECB/PKCS1Padding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.encrypt","avgt",1,25,58.476353,0.068641,"us/op",2048,RSA/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.encrypt","avgt",1,25,60.408625,0.064022,"us/op",2048,RSA/ECB/PKCS1Padding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.encrypt","avgt",1,25,110.953236,0.080345,"us/op",3072,RSA/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.encrypt","avgt",1,25,113.308849,0.096586,"us/op",3072,RSA/ECB/PKCS1Padding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.encrypt","avgt",1,25,193.807184,0.410593,"us/op",4096,RSA/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.encrypt","avgt",1,25,196.323084,0.247472,"us/op",4096,RSA/ECB/PKCS1Padding
