"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: algorithm","Param: messageLength"
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,1619.374735,2.795533,"us/op",SHA256withRSA,64
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,1619.455042,1.400720,"us/op",SHA256withRSA,512
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,1628.844480,2.259509,"us/op",SHA256withRSA,2048
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,1673.459831,1.978145,"us/op",SHA256withRSA,16384
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,4820.523564,4.180874,"us/op",SHA384withRSA,64
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,4822.675940,14.110794,"us/op",SHA384withRSA,512
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,4822.854192,5.595195,"us/op",SHA384withRSA,2048
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,4856.498089,4.994664,"us/op",SHA384withRSA,16384
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,10377.217878,10.503414,"us/op",SHA512withRSA,64
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,10371.592166,10.320958,"us/op",SHA512withRSA,512
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,10375.894358,38.206871,"us/op",SHA512withRSA,2048
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,10401.468094,4.865791,"us/op",SHA512withRSA,16384
